,Longitude,Latitude,vin cnt,accuracy,type,city,country,county,street,number,postdirectional,predirectional,prefix,state,street,suffix,zip,address,lat,lng,source
4190,-77.4908771,38.2720553,158,1,nearest_street,Fredericksburg,US,Spotsylvania County,Us Hwy 1,3456,,,VA,Us Hwy 1,,22408,"3456 Us Hwy 1, Fredericksburg, VA 22408",38.273145,-77.492072,TIGER/Line® dataset from the US Census Bureau,
4191,-77.490769,38.266699,145,1,nearest_street,Fredericksburg,US,Spotsylvania County,Us Hwy 1 Bus,3598,,,VA,Us Hwy 1 Bus,,22408,"3598 Us Hwy 1 Bus, Fredericksburg, VA 22408",38.266698,-77.490769,TIGER/Line® dataset from the US Census Bureau,
4192,-77.490405,38.343946,1669,1,rooftop,Fredericksburg,US,Stafford County,S Gateway Dr,60,,S,VA,Gateway,Dr,22406,"60 S Gateway Dr, Fredericksburg, VA 22406",38.343989,-77.490263,Stafford,
4193,-77.4895171,38.2823715,146,1,rooftop,Fredericksburg,US,Fredericksburg city,Jefferson Davis Hwy,2103,,,VA,Jefferson Davis,Hwy,22401,"2103 Jefferson Davis Hwy, Fredericksburg, VA 22401",38.282356,-77.489535,Virginia Geographic Information Network (VGIN),
4194,-77.4868,38.33791,204,1,nearest_street,Fredericksburg,US,Stafford County,Us Hwy 17,329,,,VA,Us Hwy 17,,22405,"329 Us Hwy 17, Fredericksburg, VA 22405",38.337786,-77.48646,TIGER/Line® dataset from the US Census Bureau,
4195,-77.4863071,38.3373891,50,1,nearest_street,Fredericksburg,US,Stafford County,Us Hwy 17,323,,,VA,Us Hwy 17,,22405,"323 Us Hwy 17, Fredericksburg, VA 22405",38.337745,-77.486353,TIGER/Line® dataset from the US Census Bureau,
4196,-77.4765608,38.9826732,3,1,rooftop,Sterling,US,Loudoun County,Quicksilver Dr,22890,,,VA,Quicksilver,Dr,20166,"22890 Quicksilver Dr, Sterling, VA 20166",38.982758,-77.476586,Loudoun,
4197,-77.4731432,38.9126717,844,1,nearest_street,Chantilly,US,Loudoun County,Us Hwy 50,44258,,,VA,Us Hwy 50,,20152,"44258 Us Hwy 50, Chantilly, VA 20152",38.911502,-77.473793,TIGER/Line® dataset from the US Census Bureau,
4198,-77.4726524,38.9148516,943,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25350,,,VA,Pleasant Valley,Rd,20152,"25350 Pleasant Valley Rd, Chantilly, VA 20152",38.914824,-77.472643,Virginia Geographic Information Network (VGIN),
4199,-77.4726241,38.9147649,169,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25350,,,VA,Pleasant Valley,Rd,20152,"25350 Pleasant Valley Rd, Chantilly, VA 20152",38.914825,-77.472641,Loudoun,
4200,-77.4725351,38.9156924,146,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25330,,,VA,Pleasant Valley,Rd,20152,"25330 Pleasant Valley Rd, Chantilly, VA 20152",38.915821,-77.472114,Loudoun,
4201,-77.4715098,38.988369,8150,1,rooftop,Sterling,US,Loudoun County,Commerce Center Ct,22705,,,VA,Commerce Center,Ct,20166,"22705 Commerce Center Ct, Sterling, VA 20166",38.988468,-77.47149,Virginia Geographic Information Network (VGIN),
4202,-77.4714976,39.4253938,65,1,nearest_street,Frederick,US,Frederick County,Us Hwy 40,1698,,,MD,Us Hwy 40,,21702,"1698 Us Hwy 40, Frederick, MD 21702",39.424869,-77.472217,TIGER/Line® dataset from the US Census Bureau,
4203,-77.470895,38.9175409,4,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25291,,,VA,Pleasant Valley,Rd,20152,"25291 Pleasant Valley Rd, Chantilly, VA 20152",38.917748,-77.471439,Loudoun,
4204,-77.4701584,38.9164861,58,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25284,,,VA,Pleasant Valley,Rd,20152,"25284 Pleasant Valley Rd, Chantilly, VA 20152",38.916459,-77.470137,Virginia Geographic Information Network (VGIN),
4205,-77.469749,38.9170583,754,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25280,,,VA,Pleasant Valley,Rd,20152,"25280 Pleasant Valley Rd, Chantilly, VA 20152",38.917061,-77.46954,Virginia Geographic Information Network (VGIN),
4206,-77.469345,38.91681,271,1,rooftop,Chantilly,US,Loudoun County,Pleasant Valley Rd,25280,,,VA,Pleasant Valley,Rd,20152,"25280 Pleasant Valley Rd, Chantilly, VA 20152",38.917062,-77.469538,Loudoun,
4207,-77.4691438,38.7499396,69,1,rooftop,Manassas,US,Prince William County,Prince William St,9024,,,VA,Prince William,St,20110,"9024 Prince William St, Manassas, VA 20110",38.75021,-77.469724,Virginia Geographic Information Network (VGIN),
4208,-77.4679301,38.2917054,282,1,nearest_street,Fredericksburg,US,Fredericksburg city,Us Hwy 1 Bus,1103,,,VA,Us Hwy 1 Bus,,22401,"1103 Us Hwy 1 Bus, Fredericksburg, VA 22401",38.291709,-77.4679,TIGER/Line® dataset from the US Census Bureau,
4209,-77.4671635,38.755958,531,1,rooftop,Manassas,US,Prince William County,Sudley Rd,9200,,,VA,Sudley,Rd,20110,"9200 Sudley Rd, Manassas, VA 20110",38.755876,-77.467182,Virginia Geographic Information Network (VGIN),
4210,-77.4653611,38.3293532,181,1,nearest_street,Fredericksburg,US,Stafford County,Us Hwy 1,211,,,VA,Us Hwy 1,,22405,"211 Us Hwy 1, Fredericksburg, VA 22405",38.328727,-77.465806,TIGER/Line® dataset from the US Census Bureau,
4211,-77.4647033,39.4218343,1667,1,nearest_street,Frederick,US,Frederick County,Us Hwy 40,1464,,,MD,Us Hwy 40,,21703,"1464 Us Hwy 40, Frederick, MD 21703",39.421189,-77.465018,TIGER/Line® dataset from the US Census Bureau,
4212,-77.4632675,38.7591936,667,1,rooftop,Manassas,US,Prince William County,Centreville Rd,9018,,,VA,Centreville,Rd,20110,"9018 Centreville Rd, Manassas, VA 20110",38.759113,-77.463274,Virginia Geographic Information Network (VGIN),
4213,-77.4626232,38.754981,42,1,rooftop,Manassas,US,Prince William County,Centreville Rd,9141,,,VA,Centreville,Rd,20110,"9141 Centreville Rd, Manassas, VA 20110",38.754971,-77.462613,Virginia Geographic Information Network (VGIN),
4214,-77.4625718,38.9018658,372,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.905371,-77.459133,TIGER/Line® dataset from the US Census Bureau,
4215,-77.4623386,38.9038594,693,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.906083,-77.460883,TIGER/Line® dataset from the US Census Bureau,
4216,-77.4619216,38.7616578,586,1,rooftop,Manassas,US,Prince William County,Mathis Ave,8907,,,VA,Mathis,Ave,20110,"8907 Mathis Ave, Manassas, VA 20110",38.761748,-77.461699,Virginia Geographic Information Network (VGIN),
4217,-77.4617376,38.8997954,123,1,rooftop,Chantilly,US,Fairfax County,Stonecroft Center Ct,14848,,,VA,Stonecroft Center,Ct,20151,"14848 Stonecroft Center Ct, Chantilly, VA 20151",38.900226,-77.461494,Virginia Geographic Information Network (VGIN),
4218,-77.4615228,38.761955,201,1,rooftop,Manassas,US,Prince William County,Mathis Ave,8905,,,VA,Mathis,Ave,20110,"8905 Mathis Ave, Manassas, VA 20110",38.761874,-77.461581,Virginia Geographic Information Network (VGIN),
4219,-77.4614922,38.9050745,1551,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.906083,-77.460883,TIGER/Line® dataset from the US Census Bureau,
4220,-77.46139,38.764016,304,1,rooftop,Manassas,US,Prince William County,Mathis Ave,8846,,,VA,Mathis,Ave,20110,"8846 Mathis Ave, Manassas, VA 20110",38.764016,-77.46139,Virginia Geographic Information Network (VGIN),
4221,-77.4613429,38.7627404,297,1,rooftop,Manassas,US,Prince William County,Mathis Ave,8850,,,VA,Mathis,Ave,20110,"8850 Mathis Ave, Manassas, VA 20110",38.762669,-77.461757,Virginia Geographic Information Network (VGIN),
4222,-77.4613278,39.4211677,689,1,nearest_street,Frederick,US,Frederick County,Us Hwy 40,1367,,,MD,Us Hwy 40,,21702,"1367 Us Hwy 40, Frederick, MD 21702",39.420034,-77.462199,TIGER/Line® dataset from the US Census Bureau,
4223,-77.4609884,38.8982719,900,1,rooftop,Chantilly,US,Fairfax County,Stonecroft Center Ct,14839,,,VA,Stonecroft Center,Ct,20151,"14839 Stonecroft Center Ct, Chantilly, VA 20151",38.898278,-77.461103,Virginia Geographic Information Network (VGIN),
4224,-77.4607792,38.9039259,522,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.905371,-77.459133,TIGER/Line® dataset from the US Census Bureau,
4225,-77.4605368,38.9027432,1031,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.905371,-77.459133,TIGER/Line® dataset from the US Census Bureau,
4226,-77.4604265,38.8987483,1002,1,rooftop,Chantilly,US,Fairfax County,Stonecroft Center Ct,14839,,,VA,Stonecroft Center,Ct,20151,"14839 Stonecroft Center Ct, Chantilly, VA 20151",38.898286,-77.461106,Fairfax,
4227,-77.4601319,38.8997465,487,1,rooftop,Chantilly,US,Fairfax County,Stonecroft Center Ct,14840,,,VA,Stonecroft Center,Ct,20151,"14840 Stonecroft Center Ct, Chantilly, VA 20151",38.899802,-77.460336,Virginia Geographic Information Network (VGIN),
4228,-77.4597417,38.7635121,879,1,rooftop,Manassas,US,Prince William County,Centreville Rd,8820,,,VA,Centreville,Rd,20110,"8820 Centreville Rd, Manassas, VA 20110",38.763561,-77.459923,Virginia Geographic Information Network (VGIN),
4229,-77.4593232,38.9014352,858,1,rooftop,Chantilly,US,Fairfax County,Auto Park Cir,4175,,,VA,Auto Park,Cir,20151,"4175 Auto Park Cir, Chantilly, VA 20151",38.901608,-77.459367,Fairfax,
4230,-77.4592705,38.7608392,1725,1,rooftop,Manassas,US,Prince William County,Liberia Ave,9010,,,VA,Liberia,Ave,20110,"9010 Liberia Ave, Manassas, VA 20110",38.760497,-77.459159,Virginia Geographic Information Network (VGIN),
4231,-77.4587642,38.9033241,645,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.904698,-77.457452,TIGER/Line® dataset from the US Census Bureau,
4232,-77.4582385,38.8992178,1287,1,rooftop,Chantilly,US,Fairfax County,Stonecroft Blvd,4175,,,VA,Stonecroft,Blvd,20151,"4175 Stonecroft Blvd, Chantilly, VA 20151",38.899666,-77.458328,Virginia Geographic Information Network (VGIN),
4233,-77.457687,38.7600916,633,1,rooftop,Manassas,US,Prince William County,Liberia Ave,9018,,,VA,Liberia,Ave,20110,"9018 Liberia Ave, Manassas, VA 20110",38.760113,-77.457991,Virginia Geographic Information Network (VGIN),
4234,-77.4572309,38.7572789,28,1,rooftop,Manassas,US,Prince William County,Euclid Ave,9120,,,VA,Euclid,Ave,20110,"9120 Euclid Ave, Manassas, VA 20110",38.757279,-77.457231,Virginia Geographic Information Network (VGIN),
4235,-77.456997,38.759231,395,1,rooftop,Manassas,US,Prince William County,Liberia Ave,9030,,,VA,Liberia,Ave,20110,"9030 Liberia Ave, Manassas, VA 20110",38.759231,-77.456997,Virginia Geographic Information Network (VGIN),
4236,-77.4562869,38.7647584,556,1,rooftop,Manassas,US,Prince William County,Centreville Rd,8651,,,VA,Centreville,Rd,20110,"8651 Centreville Rd, Manassas, VA 20110",38.764705,-77.456394,Virginia Geographic Information Network (VGIN),
4237,-77.454258,38.759368,343,1,rooftop,Manassas,US,Prince William County,Euclid Ave,9075,,,VA,Euclid,Ave,20110,"9075 Euclid Ave, Manassas, VA 20110",38.759496,-77.453745,Virginia Geographic Information Network (VGIN),
4238,-77.4538863,38.2804366,99,1,rooftop,Fredericksburg,US,Fredericksburg city,Dixon St,1695,,,VA,Dixon,St,22401,"1695 Dixon St, Fredericksburg, VA 22401",38.280396,-77.453869,Virginia Geographic Information Network (VGIN),
4239,-77.4530765,38.7626006,42,1,rooftop,Manassas,US,Prince William County,Euclid Ave,9022,,,VA,Euclid,Ave,20110,"9022 Euclid Ave, Manassas, VA 20110",38.762741,-77.45298,Virginia Geographic Information Network (VGIN),
4240,-77.452124,38.763039,1,1,rooftop,Manassas,US,Prince William County,Euclid Ave,9026,,,VA,Euclid,Ave,20110,"9026 Euclid Ave, Manassas, VA 20110",38.763039,-77.452124,Virginia Geographic Information Network (VGIN),
4241,-77.4517183,38.7800442,864,1,rooftop,Manassas,US,Prince William County,Centreville Rd,8100,,,VA,Centreville,Rd,20111,"8100 Centreville Rd, Manassas, VA 20111",38.780143,-77.451687,Virginia Geographic Information Network (VGIN),
4242,-77.4509845,38.9846758,9,1,rooftop,Sterling,US,Loudoun County,Old Ox Rd,44827,,,VA,Old Ox,Rd,20166,"44827 Old Ox Rd, Sterling, VA 20166",38.98468,-77.45101,Loudoun,
4243,-77.4496603,38.7885202,1305,1,rooftop,Manassas,US,Prince William County,Centreville Rd,7612,,,VA,Centreville,Rd,20111,"7612 Centreville Rd, Manassas, VA 20111",38.788758,-77.449485,Virginia Geographic Information Network (VGIN),
4244,-77.449333,38.313504,333,1,rooftop,Fredericksburg,US,Stafford County,Marion St,221,,,VA,Marion,St,22405,"221 Marion St, Fredericksburg, VA 22405",38.313346,-77.449132,Stafford,
4245,-77.4483539,38.2721102,176,1,nearest_street,Fredericksburg,US,Spotsylvania County,Us Hwy 17 Bus,11534,,,VA,Us Hwy 17 Bus,,22408,"11534 Us Hwy 17 Bus, Fredericksburg, VA 22408",38.272067,-77.44767,TIGER/Line® dataset from the US Census Bureau,
4246,-77.4481684,38.8000809,241,1,rooftop,Manassas,US,Prince William County,Centreville Rd,7222,,,VA,Centreville,Rd,20111,"7222 Centreville Rd, Manassas, VA 20111",38.799928,-77.448059,Prince William,
4247,-77.4478575,38.7948817,419,1,rooftop,Manassas,US,Prince William County,Centreville Rd,7404,,,VA,Centreville,Rd,20111,"7404 Centreville Rd, Manassas, VA 20111",38.795076,-77.447553,Virginia Geographic Information Network (VGIN),
4248,-77.4478264,38.7936299,54,1,rooftop,Manassas,US,Prince William County,Centreville Rd,7416,,,VA,Centreville,Rd,20111,"7416 Centreville Rd, Manassas, VA 20111",38.793592,-77.447953,Prince William,
4249,-77.4450214,38.7682776,2128,1,rooftop,Manassas,US,Prince William County,Euclid Ave,8505,,,VA,Euclid,Ave,20111,"8505 Euclid Ave, Manassas, VA 20111",38.7682,-77.445033,Virginia Geographic Information Network (VGIN),
4250,-77.4444131,38.768084,2,1,rooftop,Manassas,US,Prince William County,Euclid Ave,8503,,,VA,Euclid,Ave,20111,"8503 Euclid Ave, Manassas, VA 20111",38.768062,-77.444395,Virginia Geographic Information Network (VGIN),
4251,-77.4438318,38.2690087,189,1,nearest_street,Fredericksburg,US,Spotsylvania County,Us Hwy 17 Bus,11364,,,VA,Us Hwy 17 Bus,,22408,"11364 Us Hwy 17 Bus, Fredericksburg, VA 22408",38.268619,-77.444019,TIGER/Line® dataset from the US Census Bureau,
4252,-77.443645,38.383812,177,1,nearest_street,Fredericksburg,US,Stafford County,Us Hwy 1,1201,,,VA,Us Hwy 1,,22405,"1201 Us Hwy 1, Fredericksburg, VA 22405",38.384095,-77.444082,TIGER/Line® dataset from the US Census Bureau,
4253,-77.4436439,38.3838234,81,1,nearest_street,Fredericksburg,US,Stafford County,Us Hwy 1,1201,,,VA,Us Hwy 1,,22405,"1201 Us Hwy 1, Fredericksburg, VA 22405",38.384095,-77.444082,TIGER/Line® dataset from the US Census Bureau,
4254,-77.43977,39.0121025,1017,1,rooftop,Sterling,US,Loudoun County,Auto World Cir,21710,,,VA,Auto World,Cir,20166,"21710 Auto World Cir, Sterling, VA 20166",39.01218,-77.439889,Loudoun,
4255,-77.43963,39.01306,64,0.99,rooftop,Sterling,US,Loudoun County,Auto World Cir,21715,,,VA,Auto World,Cir,20166,"21715 Auto World Cir, Sterling, VA 20166",39.013431,-77.43869,Virginia Geographic Information Network (VGIN),
4256,-77.4386914,39.0133984,1264,1,rooftop,Sterling,US,Loudoun County,Auto World Cir,21715,,,VA,Auto World,Cir,20166,"21715 Auto World Cir, Sterling, VA 20166",39.013431,-77.43869,Virginia Geographic Information Network (VGIN),
4257,-77.4383577,39.0104587,774,1,rooftop,Sterling,US,Loudoun County,Towlern Pl,45155,,,VA,Towlern,Pl,20166,"45155 Towlern Pl, Sterling, VA 20166",39.01046,-77.438399,Loudoun,
4258,-77.437796,39.01127,187,1,rooftop,Sterling,US,Loudoun County,Pacific Blvd,21830,,,VA,Pacific,Blvd,20166,"21830 Pacific Blvd, Sterling, VA 20166",39.011179,-77.437736,Virginia Geographic Information Network (VGIN),
4259,-77.4369507,39.0123234,253,1,rooftop,Sterling,US,Loudoun County,Pacific Blvd,21826,,,VA,Pacific,Blvd,20166,"21826 Pacific Blvd, Sterling, VA 20166",39.012297,-77.436997,Loudoun,
4260,-77.436143,39.4189598,212,1,rooftop,Frederick,US,Frederick County,Baughmans Ln,114,,,MD,Baughmans,Ln,21702,"114 Baughmans Ln, Frederick, MD 21702",39.418961,-77.436169,Frederick County,
4261,-77.4358394,39.0095443,93,1,rooftop,Sterling,US,Loudoun County,Towlern Pl,45215,,,VA,Towlern,Pl,20166,"45215 Towlern Pl, Sterling, VA 20166",39.009457,-77.43645,Loudoun,
4262,-77.4355804,39.0105307,8084,1,rooftop,Sterling,US,Loudoun County,Towlern Pl,45210,,,VA,Towlern,Pl,20166,"45210 Towlern Pl, Sterling, VA 20166",39.010817,-77.435407,Virginia Geographic Information Network (VGIN),
4263,-77.4348419,39.0092719,28,1,rooftop,Sterling,US,Loudoun County,Towlern Pl,45225,,,VA,Towlern,Pl,20166,"45225 Towlern Pl, Sterling, VA 20166",39.009267,-77.434881,Loudoun,
4264,-77.4340033,39.4303722,335,1,rooftop,Frederick,US,Frederick County,Rosemont Ave,1820,,,MD,Rosemont,Ave,21702,"1820 Rosemont Ave, Frederick, MD 21702",39.430424,-77.434018,Frederick County,
4265,-77.4331695,38.9978364,1528,1,rooftop,Sterling,US,Loudoun County,Lindsay Cars Ct,22455,,,VA,Lindsay Cars,Ct,20166,"22455 Lindsay Cars Ct, Sterling, VA 20166",38.997841,-77.433139,Virginia Geographic Information Network (VGIN),
4266,-77.4300722,38.8926509,576,1,nearest_street,Chantilly,US,Fairfax County,US 50,,,,VA,US 50,,20151,"US 50, Chantilly, VA 20151",38.893693,-77.430262,TIGER/Line® dataset from the US Census Bureau,
4267,-77.4291392,38.8923358,1169,1,nearest_street,Chantilly,US,Fairfax County,Us Hwy 50,13933,,,VA,Us Hwy 50,,20151,"13933 Us Hwy 50, Chantilly, VA 20151",38.892967,-77.428457,TIGER/Line® dataset from the US Census Bureau,
4268,-77.4285638,39.3602408,26,1,rooftop,Frederick,US,Frederick County,Mack Ave,4590,,,MD,Mack,Ave,21703,"4590 Mack Ave, Frederick, MD 21703",39.360321,-77.42852,Frederick County,
4269,-77.428325,38.892166,1367,1,nearest_street,Chantilly,US,Fairfax County,Us Hwy 50,13933,,,VA,Us Hwy 50,,20151,"13933 Us Hwy 50, Chantilly, VA 20151",38.892967,-77.428457,TIGER/Line® dataset from the US Census Bureau,
4270,-77.4248223,39.4125252,55,1,rooftop,Frederick,US,Frederick County,W South St,536,,W,MD,South,St,21701,"536 W South St, Frederick, MD 21701",39.412555,-77.424847,Frederick County,
4271,-77.4233096,39.4115482,348,1,rooftop,Frederick,US,Frederick County,S Jefferson St,113,,S,MD,Jefferson,St,21701,"113 S Jefferson St, Frederick, MD 21701",39.411514,-77.423229,Statewide,
4272,-77.422036,39.354456,2,1,rooftop,Frederick,US,Frederick County,Buckeystown Pike,4421,,,MD,Buckeystown,Pike,21704,"4421 Buckeystown Pike, Frederick, MD 21704",39.354396,-77.42205,Statewide,
4273,-77.4205921,38.4032563,218,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,1712,,,VA,Us Hwy 1,,22554,"1712 Us Hwy 1, Stafford, VA 22554",38.403199,-77.420211,TIGER/Line® dataset from the US Census Bureau,
4274,-77.4199035,39.0225501,70,1,rooftop,Sterling,US,Loudoun County,Elmwood Ct,45690,,,VA,Elmwood,Ct,20166,"45690 Elmwood Ct, Sterling, VA 20166",39.022525,-77.419768,Virginia Geographic Information Network (VGIN),
4275,-77.4169968,39.6172899,605,1,nearest_street,Thurmont,US,Frederick County,US 15,,,,MD,US 15,,21788,"US 15, Thurmont, MD 21788",39.61761,-77.418014,TIGER/Line® dataset from the US Census Bureau,
4276,-77.416224,38.4728382,111,1,rooftop,Stafford,US,Stafford County,Garrisonville Rd,227,,,VA,Garrisonville,Rd,22554,"227 Garrisonville Rd, Stafford, VA 22554",38.472831,-77.416208,Virginia Geographic Information Network (VGIN),
4277,-77.4157824,39.618723,224,1,rooftop,Thurmont,US,Frederick County,Frederick Rd,103,,,MD,Frederick,Rd,21788,"103 Frederick Rd, Thurmont, MD 21788",39.618641,-77.415555,Frederick County,
4278,-77.414665,38.978304,388,1,rooftop,Sterling,US,Loudoun County,Douglas Ct,18,,,VA,Douglas,Ct,20166,"18 Douglas Ct, Sterling, VA 20166",38.978282,-77.414343,Virginia Geographic Information Network (VGIN),
4279,-77.4143214,38.9783229,4,1,rooftop,Sterling,US,Loudoun County,Douglas Ct,18,,,VA,Douglas,Ct,20166,"18 Douglas Ct, Sterling, VA 20166",38.978283,-77.414341,Loudoun,
4280,-77.4114418,38.466467,1219,1,rooftop,Stafford,US,Stafford County,Garrisonville Rd,95,,,VA,Garrisonville,Rd,22554,"95 Garrisonville Rd, Stafford, VA 22554",38.466492,-77.411435,Virginia Geographic Information Network (VGIN),
4281,-77.4086716,39.3749698,940,1,rooftop,Frederick,US,Frederick County,Shockley Dr,7400,,,MD,Shockley,Dr,21704,"7400 Shockley Dr, Frederick, MD 21704",39.375035,-77.409013,Frederick County,
4282,-77.4083731,39.3766907,881,1,rooftop,Frederick,US,Frederick County,Buckeystown Pike,5293,,,MD,Buckeystown,Pike,21704,"5293 Buckeystown Pike, Frederick, MD 21704",39.376686,-77.408322,Frederick County,
4283,-77.4082842,39.389191,843,1,rooftop,Frederick,US,Frederick County,Buckeystown Pike,5629,,,MD,Buckeystown,Pike,21704,"5629 Buckeystown Pike, Frederick, MD 21704",39.389316,-77.408181,Statewide,
4284,-77.4079139,39.3914322,826,1,rooftop,Frederick,US,Frederick County,Grove Rd,7418,,,MD,Grove,Rd,21704,"7418 Grove Rd, Frederick, MD 21704",39.391563,-77.408088,Statewide,
4285,-77.4076177,39.3988197,329,1,rooftop,Frederick,US,Frederick County,Urbana Pike,6001,,,MD,Urbana,Pike,21704,"6001 Urbana Pike, Frederick, MD 21704",39.398778,-77.407285,Statewide,
4286,-77.4070107,39.3975498,553,1,rooftop,Frederick,US,Frederick County,Urbana Pike,5903,,,MD,Urbana,Pike,21704,"5903 Urbana Pike, Frederick, MD 21704",39.397523,-77.407044,Frederick County,
4287,-77.4065399,39.3967404,277,1,rooftop,Frederick,US,Frederick County,Urbana Pike,5871,,,MD,Urbana,Pike,21704,"5871 Urbana Pike, Frederick, MD 21704",39.396768,-77.406572,Frederick County,
4288,-77.4063581,39.3925932,156,1,rooftop,Frederick,US,Frederick County,Urbana Pike,5826,,,MD,Urbana,Pike,21704,"5826 Urbana Pike, Frederick, MD 21704",39.392592,-77.406386,Frederick County,
4289,-77.4061093,38.4587034,76,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,6,,,VA,Us Hwy 1,,22554,"6 Us Hwy 1, Stafford, VA 22554",38.458549,-77.406364,TIGER/Line® dataset from the US Census Bureau,
4290,-77.404172,38.436029,414,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,2423,,,VA,Us Hwy 1,,22554,"2423 Us Hwy 1, Stafford, VA 22554",38.435819,-77.404288,TIGER/Line® dataset from the US Census Bureau,
4291,-77.4041254,39.4188516,1586,1,rooftop,Frederick,US,Frederick County,N East St,400,,N,MD,East,St,21701,"400 N East St, Frederick, MD 21701",39.418871,-77.404181,Frederick County,
4292,-77.40403,39.387357,14,1,rooftop,Frederick,US,Frederick County,Urbana Pike,5616,,,MD,Urbana,Pike,21704,"5616 Urbana Pike, Frederick, MD 21704",39.387245,-77.404068,Statewide,
4293,-77.402481,39.3870877,5643,1,rooftop,Frederick,US,Frederick County,Urbana Pike,5601,,,MD,Urbana,Pike,21704,"5601 Urbana Pike, Frederick, MD 21704",39.387017,-77.402428,Frederick County,
4294,-77.4007449,39.619747,1,1,rooftop,Thurmont,US,Frederick County,E Main St,609,,E,MD,Main,St,21788,"609 E Main St, Thurmont, MD 21788",39.619727,-77.400612,Frederick County,
4295,-77.4000743,38.4687964,402,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,2989,,,VA,Us Hwy 1,,22554,"2989 Us Hwy 1, Stafford, VA 22554",38.469266,-77.400841,TIGER/Line® dataset from the US Census Bureau,
4296,-77.3969368,39.4406279,44,1,rooftop,Frederick,US,Frederick County,N Market St,1790,,N,MD,Market,St,21701,"1790 N Market St, Frederick, MD 21701",39.440654,-77.39702,Frederick County,
4297,-77.3932944,38.4757213,40,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3200,,,VA,Us Hwy 1,,22554,"3200 Us Hwy 1, Stafford, VA 22554",38.475014,-77.393715,TIGER/Line® dataset from the US Census Bureau,
4298,-77.3899797,38.4782023,86,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3266,,,VA,Us Hwy 1,,22554,"3266 Us Hwy 1, Stafford, VA 22554",38.478425,-77.389286,TIGER/Line® dataset from the US Census Bureau,
4299,-77.3890912,39.4465648,238,1,rooftop,Frederick,US,Frederick County,Riverbend Way,1291,,,MD,Riverbend,Way,21701,"1291 Riverbend Way, Frederick, MD 21701",39.446595,-77.389117,Frederick County,
4300,-77.3877188,38.4812516,31,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3328,,,VA,Us Hwy 1,,22554,"3328 Us Hwy 1, Stafford, VA 22554",38.481259,-77.38722,TIGER/Line® dataset from the US Census Bureau,
4301,-77.3875176,38.4804459,593,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3314,,,VA,Us Hwy 1,,22554,"3314 Us Hwy 1, Stafford, VA 22554",38.480344,-77.387557,TIGER/Line® dataset from the US Census Bureau,
4302,-77.3872208,38.4816703,6,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3328,,,VA,Us Hwy 1,,22554,"3328 Us Hwy 1, Stafford, VA 22554",38.481259,-77.38722,TIGER/Line® dataset from the US Census Bureau,
4303,-77.387162,38.4821411,44,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3340,,,VA,Us Hwy 1,,22554,"3340 Us Hwy 1, Stafford, VA 22554",38.482027,-77.386929,TIGER/Line® dataset from the US Census Bureau,
4304,-77.3781763,39.0168614,939,1,rooftop,Sterling,US,Loudoun County,Harry Byrd Hwy,46869,,,VA,Harry Byrd,Hwy,20164,"46869 Harry Byrd Hwy, Sterling, VA 20164",39.016911,-77.37813,Virginia Geographic Information Network (VGIN),
4305,-77.3741087,39.0168412,629,1,rooftop,Sterling,US,Loudoun County,Harry Byrd Hwy,46970,,,VA,Harry Byrd,Hwy,20164,"46970 Harry Byrd Hwy, Sterling, VA 20164",39.016896,-77.374079,Virginia Geographic Information Network (VGIN),
4306,-77.3706657,38.509257,1009,1,nearest_street,Stafford,US,Stafford County,Us Hwy 1,3906,,,VA,Us Hwy 1,,22554,"3906 Us Hwy 1, Stafford, VA 22554",38.509374,-77.370588,TIGER/Line® dataset from the US Census Bureau,
